track_id,artists,album_name,track_name,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
5KoRwyRC1Yp3fTQQuZeMbM,Jimmy Eat World,Alternative Christmas 2022,Christmas Card,0,0.196,0.93,-5.131,0.0519,0.0116,0.00214,0.105,0.566,0.7984443567871407,power-pop
2q9STTSwMoEVLyvlNZyOdA,Weezer,Rock Brandneu,Records,0,0.658,0.773,-5.119,0.0244,0.000901,0.0,0.194,0.66,0.4109182650428151,power-pop
6WwoaXSpEJ75vG1t674Cmm,Weezer,Fishing Music,Say It Ain't So,0,0.635,0.551,-7.136,0.0354,0.00743,1.82e-05,0.07,0.451,0.6236502144864652,power-pop
6uYSPBL3Y2shKlqH52Rw4l,Jimmy Eat World,Emo Christmas 2022,Last Christmas,0,0.532,0.842,-6.152,0.0403,0.00131,1.2e-06,0.33,0.715,0.5178985257137222,power-pop
1l1ra0gsPlpnDOc4HdkKZU,Weezer,Emo Christmas 2022,O Come All Ye Faithful,0,0.516,0.818,-6.076,0.0393,0.00701,0.0,0.337,0.769,0.5009080748812518,power-pop
61c2cPZd0ZZr7W2X5d0bUR,Weezer,Rock Workout 2023,Buddy Holly,2,0.555,0.921,-4.606,0.0369,0.00264,0.000205,0.117,0.775,0.4977606298177276,power-pop
11oRhYmKwkh6iUTC521TSk,Weezer,Top of the Rock,Records,0,0.658,0.773,-5.119,0.0244,0.000901,0.0,0.194,0.66,0.4109182650428151,power-pop
6T1TompuJnWs8299wj9Zpm,Fountains Of Wayne,Emo Christmas 2022,I Want An Alien For Christmas,0,0.479,0.802,-9.03,0.0512,0.0117,0.0,0.333,0.625,0.6108262248738556,power-pop
5oJgIQPvytf2nR7WX3vZLn,Weezer,Tek It - New Noise,Records,0,0.658,0.773,-5.119,0.0244,0.000901,0.0,0.194,0.66,0.4109182650428151,power-pop
2Nmgl5ms85CE90Yu4lm8jL,Weezer,Alternative Christmas 2022,O Holy Night,0,0.173,0.609,-7.724,0.0482,0.359,0.0,0.1,0.0988,0.8128256331870551,power-pop
65mksf4l4ShgosppsGHoVR,Weezer,90's Music Grandi Successi,Buddy Holly,0,0.555,0.921,-4.606,0.0369,0.00264,0.000205,0.117,0.775,0.4977606298177276,power-pop
6vMAhCWv2XzOqXj6pYTh5H,Jimmy Eat World,Alternative Christmas 2022,Last Christmas,0,0.532,0.842,-6.152,0.0403,0.00131,1.2e-06,0.33,0.715,0.5178985257137222,power-pop
7MUd9iu6pW3KnLcz2NuMcs,Jimmy Eat World,Christmas Rock 2022,Last Christmas,0,0.532,0.842,-6.152,0.0403,0.00131,1.2e-06,0.33,0.715,0.5178985257137222,power-pop
0hPjv7ShJQkoZM8JiBnTqa,Jimmy Eat World,Rock n Roll Christmas,Last Christmas,0,0.532,0.842,-6.152,0.0403,0.00131,1.2e-06,0.33,0.715,0.5178985257137222,power-pop
7cEZSmCRCiOU1nsCuAtx0F,Weezer,Mirando las nubes,Island In The Sun,1,0.654,0.794,-6.288,0.0284,0.00769,0.00134,0.165,0.678,0.4709662574166297,power-pop
03I89EqsberXEAapUd1yWu,Weezer;AJR,Here to Forever - All New Indie,All My Favorite Songs,0,0.605,0.7,-6.47,0.0277,0.00998,0.0,0.116,0.588,0.3491034301398682,power-pop
2MCUHzFEXf39cyzcNyKw7B,Weezer;AJR,All Out Alternative,All My Favorite Songs,0,0.605,0.7,-6.47,0.0277,0.00998,0.0,0.116,0.588,0.3491034301398682,power-pop
42SA4KoBUJARXHjwyxsQuf,Blondie,70s Christmas Party,Heart Of Glass,0,0.724,0.725,-6.92,0.0323,0.00102,0.0645,0.0889,0.42,0.4713976957086271,power-pop
3x0lg7bRDP2LCn65JeNdwL,Blondie,80s Bangers Vol. 1,"Call Me - Single Version / Theme From ""American Gigolo""",6,0.557,0.832,-6.708,0.0325,0.000868,0.00128,0.0975,0.75,0.5863534013773154,power-pop
2S9yxu8MLsL0CXoSdGuues,Jimmy Eat World,Alternative Christmas 2022,Last Christmas,0,0.532,0.842,-6.152,0.0403,0.00131,1.2e-06,0.33,0.715,0.5178985257137222,power-pop
7yI7YDsXGrwUX8sFTXXnVV,Weezer,Los Clásicos del Pop 90s,Say It Ain't So,1,0.635,0.551,-7.136,0.0354,0.00743,1.82e-05,0.07,0.451,0.6236502144864652,power-pop
3M1kaOBZv0cvlXK7xYCT1Z,Weezer,Rock n Roll Christmas,O Come All Ye Faithful,0,0.516,0.818,-6.076,0.0393,0.00701,0.0,0.337,0.769,0.5009080748812518,power-pop
2MtzZmYmxAhNMxilcwrV4b,Blondie,70s Christmas Party,One Way Or Another,0,0.442,0.921,-5.086,0.0655,0.0532,3.89e-06,0.0767,0.855,0.6667447364528376,power-pop
14OePRS8B28wHaZ3g6sv9w,Fountains Of Wayne,Alternative Christmas 2022,I Want An Alien For Christmas,0,0.479,0.802,-9.03,0.0512,0.0117,0.0,0.333,0.625,0.6108262248738556,power-pop
1mEmpPOgLzbDKwi5Us6Haz,Blondie,Halloween 2022,Heart Of Glass - Special Mix,0,0.659,0.78,-8.425,0.031,0.0144,0.0351,0.181,0.807,0.4701526880660059,power-pop
6cE1curXkmm1ad2TeQmzdx,The Cars,80's,Drive,0,0.579,0.608,-9.961,0.029,0.124,0.00148,0.151,0.499,0.457903949509393,power-pop
6onqaGWMLgfvupMO76XHP3,Blondie,Halloween Party 2022,Heart Of Glass - Special Mix,0,0.659,0.78,-8.425,0.031,0.0144,0.0351,0.181,0.807,0.4701526880660059,power-pop
40CUNmDPXt292b3zFlWWpC,Andrew Gold,Para pedir dulces,Trick Or Treat,0,0.807,0.631,-10.347,0.0346,0.554,0.0,0.0608,0.972,0.4933106520059826,power-pop
1wmOubz5LefeGM4KDAcsfz,Weezer,Christmas Rock 2022,O Come All Ye Faithful,0,0.516,0.818,-6.076,0.0393,0.00701,0.0,0.337,0.769,0.5009080748812518,power-pop
4haXv9IJwOlJJsT6FNJPYk,Jimmy Eat World,Обратно в клас - rock,The Middle,0,0.644,0.848,-5.385,0.0529,0.0358,0.0,0.0676,0.928,0.6662680998635834,power-pop
08k0JhCj8oJLB7Xuclr57s,Weezer,Fiesta temática 90s,My Name Is Jonas,1,0.261,0.947,-3.031,0.0487,0.000193,0.00326,0.31,0.552,0.7640237989579738,power-pop
2Pn03PIZpWIt34wML20qst,Cheap Trick,Christmas Rock 2022,Christmas Christmas,0,0.331,0.942,-3.968,0.141,0.00228,0.00524,0.0974,0.143,0.7411370248015384,power-pop
7bg7JfJvKgKX1xTn1gGAki,Jimmy Eat World,Mirando las nubes,The Middle,0,0.644,0.848,-5.385,0.0529,0.0358,0.0,0.0676,0.928,0.6662680998635834,power-pop
6RYHGsmhxeZ5694zS1zDF6,Weezer,Rock n Roll Christmas,We Wish You A Merry Christmas,0,0.387,0.786,-4.127,0.0436,0.0195,0.0,0.123,0.462,0.6155432835330277,power-pop
63Slke1vlnpTejDeluhyQ9,Cheap Trick,Alternative Christmas 2022,I Wish It Was Christmas Today,0,0.383,0.984,-3.573,0.103,0.000246,0.287,0.24,0.304,0.677805992472429,power-pop
4K7x9KC3XrcKMNdhVoaBOj,Fountains Of Wayne,Rock n Roll Christmas,The Man In The Santa Suit,0,0.622,0.72,-6.578,0.0255,0.0525,0.0,0.109,0.948,0.5502769422941012,power-pop
5QWR5HivGtat7XXOCSAdlI,Fountains Of Wayne,Christmas Rock 2022,The Man In The Santa Suit,0,0.622,0.72,-6.578,0.0255,0.0525,0.0,0.109,0.948,0.5502769422941012,power-pop
2fo7XZELsDVsvdDoqLc3lr,Andrew Gold,Anthems for Witches 2022,It Must Be Halloween,0,0.507,0.472,-12.911,0.0763,0.652,0.0,0.401,0.527,0.4809632989826274,power-pop
02IzKHWkGVtNMdPoOAxHb3,Cheap Trick,Alternative Christmas 2022,I Wish It Was Christmas Today,0,0.383,0.984,-3.573,0.103,0.000246,0.287,0.24,0.304,0.677805992472429,power-pop
4MCWSjTJyWPjJ9P8JCAMZL,The Cars,Maintain Your Mojo,Just What I Needed,0,0.64,0.627,-9.048,0.0428,0.00948,0.000134,0.0764,0.793,0.5221225120391828,power-pop
3USB8LxwvkIvm95HcTW8Gv,Andrew Gold,Halloween y diversión para peques,"Witches, Witches, Witches",0,0.726,0.772,-11.947,0.038,0.111,1.32e-06,0.183,0.867,0.5757153657774928,power-pop
7mntHnF2frXuZwFAp8ouCB,Weezer,Alternative Christmas 2022,We Wish You A Merry Christmas,0,0.387,0.786,-4.127,0.0436,0.0195,0.0,0.123,0.462,0.6155432835330277,power-pop
3v8CoiN19zAzkTG0E7TBTN,Weezer,Christmas Rock 2022,We Wish You A Merry Christmas,0,0.387,0.786,-4.127,0.0436,0.0195,0.0,0.123,0.462,0.6155432835330277,power-pop
5hk8JIdHWQBEwxljJmEmTi,Andrew Gold,Halloween 2022,"Spooky, Scary Skeletons - Undead Tombstone Remix",0,0.772,0.788,-5.414,0.0619,0.0027,0.000502,0.353,0.574,0.5255740183751623,power-pop
22rUY52RY8r6fi66gtEono,Weezer,Alternative Christmas 2022,We Wish You A Merry Christmas,0,0.387,0.786,-4.127,0.0436,0.0195,0.0,0.123,0.462,0.6155432835330277,power-pop
1VNYKQGmcvHOTddiFztcPj,Andrew Gold,Happy Haunted Halloween Tunes,"Spooky, Scary Skeletons - Undead Tombstone Remix",1,0.772,0.788,-5.414,0.0619,0.0027,0.000502,0.353,0.574,0.5255740183751623,power-pop
4oDZ5L8izBals6jKBJDBcX,The Outfield,Play Deep,Your Love,76,0.579,0.654,-12.421,0.0553,0.121,3.62e-06,0.0673,0.616,0.5322592574330655,power-pop
1TvNcWY7WwPLQINhimxycA,Jimmy Eat World,Bleed American,Hear You Me,64,0.465,0.517,-6.189,0.0284,0.00854,0.0403,0.209,0.137,0.5595384842956461,power-pop
41AE8ODX2JETBCa6muhSLY,Blondie,Greatest Hits: Blondie,Heart Of Glass,66,0.726,0.696,-8.017,0.0333,0.00114,0.0771,0.0563,0.41,0.47125799188074224,power-pop
3LGUsgNrsptmc9SFqVNZyD,Rooney,Iron Man Armored Adventures Theme,Iron Man Armored Adventures Theme,50,0.571,0.891,-3.518,0.047,0.00114,0.00295,0.0428,0.821,0.595734102526174,power-pop
3wfujdbamR3Z46F4xav7LM,The Cars,Heartbeat City,Drive,67,0.582,0.606,-9.961,0.0289,0.124,0.00139,0.151,0.504,0.457903949509393,power-pop
6VoIBz0VhCyz7OdEoRYDiA,Weezer,Weezer,Say It Ain't So,77,0.634,0.551,-7.136,0.0352,0.00737,1.82e-05,0.07,0.453,0.6236502144864652,power-pop
37oU0liybMY8aI9u6QMVM9,Nada Surf,Let Go,Inside of Love,50,0.394,0.737,-7.119,0.029,0.0248,0.0,0.108,0.438,0.732734250447874,power-pop
2lFFiNm0XtgJ6wkdncTB4k,The Cars,Heartbeat City (Expanded Edition),Drive - 2017 Remaster,70,0.261,0.703,-7.871,0.0414,0.115,0.00078,0.102,0.405,0.3430756208602469,power-pop
3A6nR4GSolo160nu7xtDk7,Weezer;AJR,All My Favorite Songs (feat. AJR),All My Favorite Songs (feat. AJR),63,0.605,0.7,-6.47,0.0277,0.00998,0.0,0.116,0.588,0.3491034301398682,power-pop
4qO03RMQm88DdpTJcxlglY,Blondie,Atomic/Atomix,Call Me,73,0.56,0.825,-6.711,0.0347,0.000785,0.00246,0.0892,0.74,0.5862178064855448,power-pop
5WhtlIoxoZrMmuaWWEQhwV,Weezer,Weezer,Undone - The Sweater Song,72,0.457,0.618,-6.682,0.0296,0.00114,0.00257,0.0679,0.579,0.3294709333859277,power-pop
2ccUQnjjNWT0rsNnsBpsCA,Cheap Trick,Heaven Tonight,Surrender,69,0.524,0.955,-7.081,0.0411,0.00717,8.77e-06,0.659,0.869,0.5499769899577601,power-pop
27L8sESb3KR79asDUBu8nW,Fountains Of Wayne,Welcome Interstate Managers,Stacy's Mom,76,0.774,0.75,-4.927,0.0412,0.00207,1.78e-05,0.0808,0.927,0.4849160955245468,power-pop
3mwvKOyMmG77zZRunnxp9E,Weezer,Weezer,Buddy Holly,75,0.556,0.92,-4.606,0.0367,0.00271,0.00021,0.117,0.771,0.49774830300938483,power-pop
6S3JlDAGk3uu3NtZbPnuhS,Badfinger,Straight Up (Remastered 2010 / Deluxe Edition),Baby Blue - Remastered 2010,67,0.623,0.876,-7.788,0.066,0.0189,0.0134,0.0728,0.515,0.5112790296336472,power-pop
1sUdq3kWa9dJXHu3eYOUll,Andrew Gold,Halloween Howls: Fun & Scary Music (Deluxe Edition),"Spooky, Scary Skeletons - Undead Tombstone Remix",71,0.772,0.788,-5.414,0.0619,0.0027,0.000583,0.353,0.574,0.5255740183751623,power-pop
2vk8PCaUuAZ63dsi1lqkn0,Big Star,#1 Record (Remastered),Thirteen,54,0.456,0.344,-10.296,0.0298,0.565,9.19e-06,0.114,0.359,0.48122216195782586,power-pop
75GQIYnRaBg7ndHxhfYuQy,Raspberries,Raspberries,Go All The Way,62,0.305,0.849,-4.892,0.0999,0.548,0.000134,0.0995,0.555,0.5517767039758066,power-pop
4alHo6RGd0D3OUbTPExTHN,The Cars,The Cars,Just What I Needed,71,0.619,0.579,-9.307,0.0473,0.0152,6.4e-05,0.0858,0.69,0.5227552882007791,power-pop
5Th6EdNVhxp0TPX41ZLZk6,Blondie,One Way Or Another,One Way Or Another - Remastered/2001,60,0.45,0.877,-6.403,0.0532,0.0118,4.95e-05,0.0699,0.896,0.6676076130368325,power-pop
31Tp5iKrVUayn65qhg06nE,Elvis Costello,In Motion Pictures,She,70,0.333,0.28,-12.87,0.032,0.427,1.88e-06,0.13,0.276,0.5377611228900613,power-pop
1HOMkjp0nHMaTnfAkslCQj,The Knack,Get The Knack,My Sharona,75,0.586,0.7,-9.558,0.0363,0.0589,0.00125,0.0318,0.897,0.6050202981444045,power-pop
528CAH5pTLq86oZ52fHifA,Cheap Trick,Lap Of Luxury,The Flame,66,0.629,0.581,-11.856,0.027,0.513,2.06e-06,0.0755,0.359,0.398870864355801,power-pop
4cQJ27R11K634x5qCOwKW5,Blondie,Parallel Lines (Remastered),One Way Or Another - Remastered/2001,67,0.45,0.914,-5.4,0.0607,0.0305,1.42e-05,0.152,0.904,0.6676487023979751,power-pop
7bOYOD0d7ByMTXvJnQVl8d,Blondie,Greatest Hits,Maria,67,0.548,0.8,-6.926,0.0597,0.038,0.00255,0.0678,0.805,0.6560080863862728,power-pop
50u2y4zgROMZq2db8Qx94B,glass beach,the first glass beach album,cold weather,62,0.341,0.661,-4.251,0.0335,0.00422,0.0,0.103,0.675,0.6368440083493582,power-pop
3srgB1L9XfePDOIY4DrN2K,Sunflower Bean,Moment In The Sun,Moment In The Sun,53,0.687,0.63,-5.13,0.031,0.0576,0.0,0.257,0.548,0.47657906414871065,power-pop
0a4agFmqHXxcZl1nho1BxM,Blondie,Best Of Blondie,Heart Of Glass - Special Mix,69,0.694,0.577,-14.63,0.0308,0.015,0.00836,0.0853,0.845,0.47038278848840454,power-pop
4ryTGEMh9eyb14WRdJwk7Y,Hoodoo Gurus,In Blue Cave,Waking Up Tired - Remaster 2005,35,0.549,0.862,-5.325,0.0365,0.0171,0.0,0.073,0.679,0.5233428660651185,power-pop
4qVFyZB1ugfSTGYlu9lUoc,The Knack,70s Christmas Party,My Sharona,0,0.558,0.711,-8.171,0.0419,0.00851,0.00045,0.17,0.869,0.6051024768666896,power-pop
4nWDNtxHSjrcZZZjpFrmpB,The 20 Belows,Late Nights,Agree To Disagree,33,0.412,0.934,-4.01,0.0489,3.34e-05,0.141,0.0644,0.516,0.3860468747431915,power-pop
2CborWCkWeDJzG0ZbB89BY,Andrew Gold,Para pedir dulces,"Witches, Witches, Witches",0,0.726,0.772,-11.947,0.038,0.111,1.32e-06,0.183,0.867,0.5757153657774928,power-pop
3vHGv2e1xn7Dm3D4i8unmw,Off With Their Heads,Home,Shirts,35,0.342,0.992,-3.616,0.105,0.00254,3.32e-06,0.677,0.629,0.7103980737307496,power-pop
5o8ni24h1XQiNAYLBx3hKz,Andrew Gold,Spooky Scary Season,It Must Be Halloween,0,0.507,0.472,-12.911,0.0763,0.652,0.0,0.401,0.527,0.4809632989826274,power-pop
6VpWcEEG7EIyDnyN9kvJOp,Andrew Gold,Para pedir dulces,It Must Be Halloween,0,0.507,0.472,-12.911,0.0763,0.652,0.0,0.401,0.527,0.4809632989826274,power-pop
6nW2ucfxkjeb6IeKWesbPJ,Marshall Crenshaw,Songwriters In the 1980s,Whenever You're On My Mind,34,0.511,0.748,-11.793,0.0434,0.173,0.0,0.22,0.895,0.4727782982430189,power-pop
4aP4JetposvOptIKZ0CefO,Andrew Gold,Para pedir dulces,In Our Haunted House,0,0.523,0.501,-13.8,0.0442,0.715,0.0,0.374,0.478,0.6127615337836727,power-pop
5qeIxEG7ugqXcddblbARHV,Andrew Gold,Halloween y diversión para peques,It Must Be Halloween,0,0.507,0.472,-12.911,0.0763,0.652,0.0,0.401,0.527,0.4809632989826274,power-pop
76TMSqHtd16PJYnJFpk1kD,Andrew Gold,Halloween y diversión para peques,Trick Or Treat,0,0.807,0.631,-10.347,0.0346,0.554,0.0,0.0608,0.972,0.4933106520059826,power-pop
4AO22AeyUGh14qYsgkBPcR,Joe Jackson,(70's) Seventies Collected Volume 2,It's Different For Girls,0,0.678,0.774,-6.505,0.0273,0.0489,0.00202,0.0954,0.288,0.4872376444291044,power-pop
1gyYcM9VWjpxOaZyDzXDSm,The Knack,On air 70's Hits,My Sharona,1,0.558,0.711,-8.171,0.0419,0.00851,0.00045,0.17,0.869,0.6051024768666896,power-pop
3wbLj9Rd3YBZzKRDxC266o,The Smithereens,Especially For You,Blood And Roses,41,0.477,0.686,-14.141,0.0406,0.0101,0.0118,0.0633,0.81,0.4965115132389922,power-pop
3dKhcCyVHuyCDiFuIHTo0q,Andrew Gold;Greg Prestopino,Halloween y diversión para peques,Gimme A Smile (The Pumpkin Song),0,0.778,0.395,-12.054,0.0401,0.767,0.0,0.109,0.681,0.4564000788915734,power-pop
4QhpFTrtlnoRzH3PFO4xRC,Andrew Gold,Pop & Halloween,"Spooky, Scary Skeletons - Undead Tombstone Remix",1,0.772,0.788,-5.414,0.0619,0.0027,0.000502,0.353,0.574,0.5255740183751623,power-pop
32jlsYHeLMvnJNeaDUbWaO,Andrew Gold;Greg Prestopino,Para pedir dulces,Gimme A Smile (The Pumpkin Song),0,0.778,0.395,-12.054,0.0401,0.767,0.0,0.109,0.681,0.4564000788915734,power-pop
2d3CLdRZNaRw6hUfvIXwk0,Andrew Gold,Halloween Kids Party 2022,"Spooky, Scary Skeletons - Undead Tombstone Remix",0,0.772,0.788,-5.414,0.0619,0.0027,0.000502,0.353,0.574,0.5255740183751623,power-pop
22HbhNEr0eG7q0lGcV6Oqx,Joe Jackson,Fiesta temática 70s,I'm The Man,0,0.484,0.969,-5.187,0.0545,0.00205,0.000714,0.161,0.647,0.712810019229821,power-pop
01zp4taj3AApYlN2iejw3W,Elvis Costello & The Attractions,70s Christmas Party,Pump It Up,0,0.645,0.809,-6.12,0.0385,0.00921,0.00108,0.106,0.966,0.5710517232878064,power-pop
6yTcuw0gnl48hq9xSAjRnq,Elvis Costello & The Attractions,On air 70's Hits,Pump It Up,0,0.645,0.809,-6.12,0.0385,0.00921,0.00108,0.106,0.966,0.5710517232878064,power-pop
2UE0OluEMEi9RROw7uR159,Elvis Costello & The Attractions,Fiesta temática 70s,Oliver's Army,0,0.53,0.807,-7.027,0.0286,0.131,0.0,0.18,0.911,0.5881942047565044,power-pop
5dRQUolXAVX3BbCiIxmSsf,The Outfield,Super Hits,Your Love,72,0.555,0.757,-7.868,0.0601,0.103,1.16e-06,0.0631,0.582,0.5325468829610637,power-pop
2OOajhp6mEuXTo9uifUzPg,Elvis Costello,Notting Hill,She,34,0.339,0.328,-10.164,0.0316,0.542,3.48e-05,0.117,0.223,0.5308581102181024,power-pop
2ckXnzyvgva2oE9FWjb405,Todd Rundgren,The Very Best of Todd Rundgren,Hello It's Me,55,0.578,0.848,-6.842,0.0261,0.0563,0.00426,0.0963,0.779,0.35848824022484094,power-pop
5tKlIgkTo8QZBVLGkyhEso,Weezer,Cars 2 (Original Soundtrack),"You Might Think - From ""Cars 2""/Soundtrack Version",54,0.715,0.758,-7.52,0.0319,0.0162,0.0294,0.119,0.978,0.5490442614598229,power-pop
2HhBmnL8kVYaevaaCsnMVB,Blondie,Parallel Lines: Deluxe Collector's Edition,Heart Of Glass - Remix,63,0.654,0.809,-5.053,0.0417,0.00147,0.0143,0.123,0.492,0.47123333826405667,power-pop
7HKxTNVlkHsfMLhigmhC0I,Blondie,Call Me,Call Me,69,0.554,0.833,-6.667,0.0347,0.000646,0.0025,0.0737,0.773,0.5862342422300018,power-pop
4ebcE2SmkG7nplvzFAWRu7,The Romantics,The Romantics,What I Like About You,69,0.514,0.942,-8.433,0.0502,0.282,6.6e-05,0.17,0.912,0.6568011110563253,power-pop
1yKu2MhpwzDXXH2tzG6xoa,Weezer,Make Believe,Beverly Hills,71,0.693,0.823,-3.761,0.0726,0.0932,0.0,0.328,0.741,0.3611919201880249,power-pop
5uRkew0DtfAQmv0oEYNwFF,Todd Rundgren,Something / Anything?,I Saw the Light - 2015 Remaster,65,0.504,0.673,-11.834,0.0336,0.214,2.29e-06,0.171,0.581,0.4947898690071167,power-pop
1VrIr1toXX6bOSdotodB71,Badfinger,No Dice (Remastered 2010 / Deluxe Edition),Without You - Remastered 2010,53,0.558,0.339,-10.393,0.0274,0.429,2.75e-06,0.16,0.309,0.5556719754121263,power-pop
0V8SWgdKA0BWydzwQflZAY,Badfinger,Straight Up (Remastered 2010 / Deluxe Edition),Sweet Tuesday Morning - Remastered 2010,52,0.509,0.396,-13.505,0.0296,0.738,7.9e-05,0.121,0.486,0.3206860279736371,power-pop
5EugXICXL06waHgP4iTI58,The Lemonheads,It's A Shame About Ray (Expanded Edition),Mrs. Robinson - Remastered,64,0.494,0.936,-7.195,0.0398,0.0112,0.000693,0.276,0.834,0.4418873165360025,power-pop
1gKmnrz6SzJlGMNRKBLx1V,Blondie,Best Of Blondie,One Way Or Another,61,0.47,0.796,-12.055,0.0517,0.0792,7.35e-05,0.292,0.909,0.6632398139473726,power-pop
0vTEksNDRuJxDMLOOgn0fA,Eluveitie,Origins,The Call of the Mountains,55,0.305,0.884,-4.869,0.0514,0.0385,7.96e-05,0.974,0.196,0.44522377266078267,power-pop
32SckiFOYb8bwYewY51WA7,Cheap Trick,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),"Mighty Wings - From ""Top Gun"" Original Soundtrack",56,0.467,0.937,-8.285,0.0483,0.0269,0.0,0.235,0.848,0.6495036405173972,power-pop
1y6KiCQ0ARDLUW3O9CkOIV,PEARS,PEARS,Comfortably Dumb,30,0.394,0.992,-4.016,0.202,0.000361,0.000525,0.23,0.174,0.3861249445293624,power-pop
0JqDfzUZZi86BoZnx1MPQv,Badfinger,No Dice (Remastered 2010 / Deluxe Edition),Believe Me - Remastered 2010,56,0.548,0.406,-8.946,0.029,0.114,5.63e-05,0.102,0.386,0.5858028039380044,power-pop
0WNGPpmWqzPnk0psUhJ3SX,Mott The Hoople,All The Young Dudes (Expanded Edition),All the Young Dudes,64,0.429,0.668,-7.539,0.044,0.208,0.0,0.538,0.398,0.3194163667143303,power-pop
35wVRTJlUu2kDkqXFegOKt,The Cars,Heartbeat City (Expanded Edition),You Might Think,65,0.728,0.855,-6.031,0.0333,0.109,0.000576,0.113,0.971,0.5501331295301021,power-pop
6nvVrOYJKgeLHobIFrA2w2,The Falcon,Unicornography,Blackout,34,0.319,0.938,-7.169,0.046,0.000435,3.37e-05,0.0688,0.87,0.7888705356409118,power-pop
6pJ45M2a1OncLUUJGRCjuy,Direct Hit!,Wasted Mind,Do the Sick,30,0.411,0.996,-2.392,0.0946,0.00351,0.236,0.267,0.762,0.772204690761468,power-pop
1jlOBkk10A0GyBwsURt1yp,Chixdiggit!,Born on the First of July,Chupacabras,31,0.325,0.959,-4.906,0.0901,0.0126,0.000573,0.0827,0.658,0.5376707262955476,power-pop
3mlnJWidDh0ASIJYNXDWxH,Michael Penn,March,No Myth,31,0.626,0.696,-11.073,0.0303,0.0461,1.69e-05,0.293,0.854,0.4252173627204444,power-pop
4TqSZLPgTr5g70TFhY1I8c,The 20 Belows,Late Nights,Staying In,29,0.286,0.995,-3.361,0.0957,1.69e-05,0.0529,0.375,0.547,0.7403809805565142,power-pop
0zK545STj6P7qbFSpCK9pp,Badfinger,No Dice (Remastered 2010 / Deluxe Edition),No Matter What - Remastered 2010,67,0.529,0.743,-5.523,0.0481,0.177,0.0,0.0759,0.78,0.4799935900596617,power-pop
2LGAbm0xHNu7scBDVCkFwN,Fountains Of Wayne,Welcome Interstate Managers,Hey Julie,55,0.739,0.554,-5.668,0.0363,0.39,0.0,0.0785,0.978,0.5629776638232828,power-pop
5obwLR73JZh0JFHRbhgg9s,Swingin' Utters,Swingin' Utters,Pills & Smoke,35,0.457,0.962,-4.118,0.0413,8.5e-05,0.054,0.155,0.662,0.4658013247210032,power-pop
0otlwsD3mSogk7VJCTp6Kg,Pete Townshend,Empty Glass,Let My Love Open The Door,65,0.651,0.653,-9.731,0.0545,0.365,0.000117,0.0742,0.729,0.6776128724750587,power-pop
6fOKrUhmNyKAMco7xUhaSr,The 20 Belows,For Better Days,20_20,29,0.504,0.968,-4.314,0.0592,0.0487,0.0,0.326,0.731,0.40415495619874103,power-pop
3TPmyItKoiPKNcH7S308S0,Groovie Ghoulies,Go! Stories,(She's My) Vampire Girl,31,0.331,0.914,-5.157,0.0489,6.56e-05,0.0028,0.158,0.784,0.714617951120096,power-pop
3q3lxI83Wr6wI2VprOigYr,Shannon & The Clams,Onion,I Never Wanted Love,32,0.571,0.811,-5.978,0.0389,0.108,0.524,0.191,0.887,0.46126505925085876,power-pop
2Oa4PQ6WVqng8AnB7Gbabs,The Outfield,Românticas Anos 80,Your Love,31,0.576,0.706,-9.926,0.0537,0.146,7.99e-06,0.0689,0.68,0.5298842923590225,power-pop
4jJ3rcbPevOdXr6hFIVW45,Swingin' Utters,A Juvenile Product of the Working Class,Windspitting Punk,35,0.284,0.959,-6.02,0.123,0.00142,0.000146,0.0866,0.665,0.7161711289712868,power-pop
5Bf7sguvQ1ilipDZJCBTRS,The 20 Belows,Late Nights,Time To Kill,29,0.445,0.971,-2.964,0.0379,1.72e-05,0.0211,0.382,0.743,0.4026798481337212,power-pop
1c0lUCuGiVlBbuCi9bxf0N,Nick Lowe,Jesus of Cool,Nutted By Reality,33,0.599,0.503,-11.478,0.0461,0.0381,8.47e-05,0.127,0.96,0.5162549512680177,power-pop
3iuJytXIDXGbpZbDWxfgHl,The 20 Belows,For Better Days,Like A Chokeslam,29,0.488,0.908,-4.991,0.0597,0.136,0.0,0.123,0.895,0.5465994444718373,power-pop
3UgiXDauVuj9HZKzFY8TBL,The Dictators,Bloodbrothers,Stay With Me,32,0.426,0.98,-5.056,0.0823,0.00205,0.00177,0.343,0.395,0.6521908847361241,power-pop
4CaugnobWI6UpdixogHUrl,The Del Fuegos,The Best Of The Del Fuegos : The Slash Years,Don't Run Wild,32,0.715,0.472,-13.474,0.0426,0.131,0.000968,0.208,0.785,0.5265437272981279,power-pop
4zciNpj3c6qIfiikaihQnO,Tsunami Bomb,Trust No One,Lemonade (2000),33,0.371,0.635,-5.064,0.0444,0.0823,3.64e-06,0.0956,0.789,0.7227207731374192,power-pop
5lNf1QuG7smWG4GNzMIHlE,Screeching Weasel,My Brain Hurts,The Science of Myth,32,0.317,0.978,-3.462,0.114,0.0362,0.0,0.321,0.326,0.6477162533076936,power-pop
